driver_id,day,duty_start,duty_end,tour_ids,hours
D_PT166,1,495,765,T_1_495_8,4.5
D_PT167,1,495,765,T_1_495_9,4.5
D_PT168,1,510,780,T_1_510_1,4.5
D_PT169,1,525,795,T_1_525_3,4.5
D_PT170,1,525,795,T_1_525_4,4.5
D_PT171,1,525,795,T_1_525_5,4.5
D_PT172,1,540,810,T_1_540_6,4.5
D_PT173,1,555,825,T_1_555_2,4.5
D_PT174,1,555,825,T_1_555_3,4.5
D_PT175,1,555,825,T_1_555_5,4.5
D_PT176,1,570,840,T_1_570_1,4.5
D_PT177,1,570,840,T_1_570_3,4.5
D_PT178,1,570,840,T_1_570_4,4.5
D_PT179,1,570,840,T_1_570_5,4.5
D_PT180,1,585,855,T_1_585_1,4.5
D_PT181,1,585,855,T_1_585_3,4.5
D_PT182,1,585,855,T_1_585_4,4.5
D_PT183,1,585,855,T_1_585_5,4.5
D_PT184,1,585,855,T_1_585_7,4.5
D_PT185,1,585,855,T_1_585_8,4.5
D_PT186,1,600,870,T_1_600_2,4.5
D_PT187,1,600,870,T_1_600_3,4.5
D_PT188,1,600,870,T_1_600_4,4.5
D_PT189,1,600,870,T_1_600_6,4.5
D_PT190,1,615,885,T_1_615_1,4.5
D_PT191,1,615,885,T_1_615_3,4.5
D_PT192,1,615,885,T_1_615_4,4.5
D_PT193,1,615,885,T_1_615_6,4.5
D_PT194,1,630,900,T_1_630_1,4.5
D_PT195,1,630,900,T_1_630_2,4.5
D_PT196,1,630,900,T_1_630_6,4.5
D_PT197,1,630,900,T_1_630_7,4.5
D_PT198,1,645,915,T_1_645_1,4.5
D_PT199,1,645,915,T_1_645_2,4.5
D_PT200,1,645,915,T_1_645_6,4.5
D_PT201,1,645,915,T_1_645_7,4.5
D_PT202,1,660,930,T_1_660_3,4.5
D_PT203,1,660,930,T_1_660_4,4.5
D_PT204,1,660,930,T_1_660_7,4.5
D_PT205,1,675,945,T_1_675_1,4.5
D_PT206,1,675,945,T_1_675_6,4.5
D_PT207,1,675,945,T_1_675_7,4.5
D_PT208,1,690,960,T_1_690_3,4.5
D_PT209,1,690,960,T_1_690_5,4.5
D_PT210,1,690,960,T_1_690_7,4.5
D_PT211,1,705,975,T_1_705_1,4.5
D_PT212,1,720,990,T_1_720_1,4.5
D_PT213,1,720,990,T_1_720_3,4.5
D_PT214,1,720,990,T_1_720_4,4.5
D_PT215,1,735,1005,T_1_735_1,4.5
D_PT216,1,735,1005,T_1_735_2,4.5
D_PT217,1,750,1020,T_1_750_2,4.5
D_PT218,1,750,1020,T_1_750_3,4.5
D_PT219,1,765,1035,T_1_765_1,4.5
D_PT220,1,765,1035,T_1_765_3,4.5
D_PT221,1,780,1050,T_1_780_1,4.5
D_PT222,1,780,1050,T_1_780_5,4.5
D_PT223,1,780,1050,T_1_780_8,4.5
D_PT224,1,795,1065,T_1_795_2,4.5
D_PT225,1,795,1065,T_1_795_4,4.5
D_PT226,1,810,1080,T_1_810_2,4.5
D_PT227,1,810,1080,T_1_810_4,4.5
D_PT228,1,810,1080,T_1_810_6,4.5
D_PT229,1,810,1080,T_1_810_9,4.5
D_PT230,1,825,1095,T_1_825_2,4.5
D_PT231,1,825,1095,T_1_825_3,4.5
D_PT232,1,825,1095,T_1_825_4,4.5
D_PT233,1,825,1095,T_1_825_8,4.5
D_PT234,1,825,1095,T_1_825_9,4.5
D_PT235,1,825,1095,T_1_825_10,4.5
D_PT236,1,840,1110,T_1_840_1,4.5
D_PT237,1,840,1110,T_1_840_3,4.5
D_PT238,1,840,1110,T_1_840_5,4.5
D_PT239,1,840,1110,T_1_840_7,4.5
D_PT240,1,840,1110,T_1_840_10,4.5
D_PT241,1,855,1125,T_1_855_1,4.5
D_PT242,1,855,1125,T_1_855_2,4.5
D_PT243,1,855,1125,T_1_855_3,4.5
D_PT244,1,855,1125,T_1_855_9,4.5
D_PT245,1,855,1125,T_1_855_11,4.5
D_PT246,1,870,1140,T_1_870_2,4.5
D_PT247,1,870,1140,T_1_870_3,4.5
D_PT248,1,870,1140,T_1_870_6,4.5
D_PT249,1,870,1140,T_1_870_7,4.5
D_PT250,1,870,1140,T_1_870_9,4.5
D_PT251,1,870,1140,T_1_870_10,4.5
D_PT252,1,885,1155,T_1_885_1,4.5
D_PT253,1,885,1155,T_1_885_2,4.5
D_PT254,1,885,1155,T_1_885_3,4.5
D_PT255,1,900,1170,T_1_900_1,4.5
D_PT256,1,900,1170,T_1_900_3,4.5
D_PT257,1,900,1170,T_1_900_4,4.5
D_PT258,1,900,1170,T_1_900_7,4.5
D_PT259,1,915,1185,T_1_915_1,4.5
D_PT260,1,915,1185,T_1_915_3,4.5
D_PT261,1,930,1200,T_1_930_7,4.5
D_PT262,1,930,1200,T_1_930_8,4.5
D_PT263,1,930,1200,T_1_930_10,4.5
D_PT264,1,945,1215,T_1_945_3,4.5
D_PT265,1,945,1215,T_1_945_4,4.5
D_PT266,1,960,1230,T_1_960_2,4.5
D_PT267,1,975,1245,T_1_975_1,4.5
D_PT268,1,990,1260,T_1_990_1,4.5
D_PT269,1,1005,1275,T_1_1005_1,4.5
D_PT270,1,1005,1275,T_1_1005_6,4.5
D_PT271,1,1020,1290,T_1_1020_4,4.5
D_PT272,1,1020,1290,T_1_1020_6,4.5
D_PT273,1,1050,1320,T_1_1050_7,4.5
D_PT274,1,1050,1320,T_1_1050_8,4.5
D_PT275,1,1050,1320,T_1_1050_9,4.5
D_PT276,1,1065,1335,T_1_1065_1,4.5
D_PT277,1,1065,1335,T_1_1065_2,4.5
D_PT278,1,1065,1335,T_1_1065_3,4.5
D_PT279,1,1065,1335,T_1_1065_5,4.5
D_PT280,1,1065,1335,T_1_1065_6,4.5
D_PT281,1,1065,1335,T_1_1065_7,4.5
D_PT282,1,1065,1335,T_1_1065_8,4.5
D_PT283,1,1080,1350,T_1_1080_2,4.5
D_PT284,1,1080,1350,T_1_1080_3,4.5
D_PT285,1,1080,1350,T_1_1080_5,4.5
D_PT286,1,1080,1350,T_1_1080_6,4.5
D_PT287,1,1080,1350,T_1_1080_9,4.5
D_PT288,1,1095,1365,T_1_1095_1,4.5
D_PT289,1,1095,1365,T_1_1095_2,4.5
D_PT290,1,1110,1380,T_1_1110_3,4.5
D_PT291,1,1110,1380,T_1_1110_5,4.5
D_PT292,1,1110,1380,T_1_1110_6,4.5
D_PT293,1,1125,1395,T_1_1125_2,4.5
D_PT294,1,1125,1395,T_1_1125_3,4.5
D_PT295,1,1125,1395,T_1_1125_4,4.5
D_PT296,1,1140,1410,T_1_1140_4,4.5
D_PT297,1,1155,1425,T_1_1155_1,4.5
D_PT298,1,1155,1425,T_1_1155_2,4.5
D_PT299,1,1155,1425,T_1_1155_3,4.5
D_PT300,1,1155,1425,T_1_1155_4,4.5
D_PT301,1,1155,1425,T_1_1155_5,4.5
D_PT302,1,1155,1425,T_1_1155_6,4.5
D_PT303,1,1170,1439,T_1_1170_4,4.5
D_PT304,1,1170,1439,T_1_1170_6,4.5
D_PT305,1,1170,1439,T_1_1170_7,4.5
D_PT306,2,225,495,T_2_225_4,4.5
D_PT307,2,240,510,T_2_240_2,4.5
D_PT308,2,240,510,T_2_240_4,4.5
D_PT309,2,240,510,T_2_240_5,4.5
D_PT310,2,240,510,T_2_240_6,4.5
D_PT311,2,240,510,T_2_240_8,4.5
D_PT312,2,240,510,T_2_240_9,4.5
D_PT313,2,240,510,T_2_240_11,4.5
D_PT314,2,255,525,T_2_255_2,4.5
D_PT315,2,270,540,T_2_270_1,4.5
D_PT316,2,285,555,T_2_285_1,4.5
D_PT317,2,300,570,T_2_300_1,4.5
D_PT318,2,300,570,T_2_300_2,4.5
D_PT319,2,300,570,T_2_300_4,4.5
D_PT320,2,300,570,T_2_300_5,4.5
D_PT321,2,300,570,T_2_300_6,4.5
D_PT322,2,315,585,T_2_315_1,4.5
D_PT323,2,315,585,T_2_315_2,4.5
D_PT324,2,315,585,T_2_315_3,4.5
D_PT325,2,315,585,T_2_315_4,4.5
D_PT326,2,330,600,T_2_330_1,4.5
D_PT327,2,330,600,T_2_330_2,4.5
D_PT328,2,330,600,T_2_330_3,4.5
D_PT329,2,330,600,T_2_330_4,4.5
D_PT330,2,330,600,T_2_330_5,4.5
D_PT331,2,330,600,T_2_330_6,4.5
D_PT332,2,330,600,T_2_330_8,4.5
D_PT333,2,330,600,T_2_330_9,4.5
D_PT334,2,330,600,T_2_330_10,4.5
D_PT335,2,345,615,T_2_345_3,4.5
D_PT336,2,345,615,T_2_345_4,4.5
D_PT337,2,345,615,T_2_345_6,4.5
D_PT338,2,345,615,T_2_345_8,4.5
D_PT339,2,360,630,T_2_360_1,4.5
D_PT340,2,360,630,T_2_360_3,4.5
D_PT341,2,360,630,T_2_360_5,4.5
D_PT342,2,360,630,T_2_360_7,4.5
D_PT343,2,360,630,T_2_360_8,4.5
D_PT344,2,360,630,T_2_360_9,4.5
D_PT345,2,375,645,T_2_375_1,4.5
D_PT346,2,375,645,T_2_375_2,4.5
D_PT347,2,375,645,T_2_375_3,4.5
D_PT348,2,375,645,T_2_375_7,4.5
D_PT349,2,375,645,T_2_375_8,4.5
D_PT350,2,375,645,T_2_375_9,4.5
D_PT351,2,375,645,T_2_375_10,4.5
D_PT352,2,375,645,T_2_375_11,4.5
D_PT353,2,375,645,T_2_375_12,4.5
D_PT354,2,375,645,T_2_375_13,4.5
D_PT355,2,390,660,T_2_390_1,4.5
D_PT356,2,390,660,T_2_390_2,4.5
D_PT357,2,390,660,T_2_390_3,4.5
D_PT358,2,390,660,T_2_390_7,4.5
D_PT359,2,390,660,T_2_390_8,4.5
D_PT360,2,390,660,T_2_390_9,4.5
D_PT361,2,390,660,T_2_390_10,4.5
D_PT362,2,390,660,T_2_390_11,4.5
D_PT363,2,390,660,T_2_390_12,4.5
D_PT364,2,405,675,T_2_405_2,4.5
D_PT365,2,405,675,T_2_405_5,4.5
D_PT366,2,405,675,T_2_405_7,4.5
D_PT367,2,405,675,T_2_405_8,4.5
D_PT368,2,405,675,T_2_405_9,4.5
D_PT369,2,420,690,T_2_420_1,4.5
D_PT370,2,420,690,T_2_420_2,4.5
D_PT371,2,420,690,T_2_420_3,4.5
D_PT372,2,420,690,T_2_420_4,4.5
D_PT373,2,420,690,T_2_420_5,4.5
D_PT374,2,420,690,T_2_420_7,4.5
D_PT375,2,420,690,T_2_420_8,4.5
D_PT376,2,420,690,T_2_420_9,4.5
D_PT377,2,435,705,T_2_435_1,4.5
D_PT378,2,435,705,T_2_435_2,4.5
D_PT379,2,435,705,T_2_435_3,4.5
D_PT380,2,435,705,T_2_435_4,4.5
D_PT381,2,435,705,T_2_435_5,4.5
D_PT382,2,435,705,T_2_435_6,4.5
D_PT383,2,435,705,T_2_435_8,4.5
D_PT384,2,450,720,T_2_450_1,4.5
D_PT385,2,450,720,T_2_450_2,4.5
D_PT386,2,450,720,T_2_450_3,4.5
D_PT387,2,450,720,T_2_450_4,4.5
D_PT388,2,450,720,T_2_450_5,4.5
D_PT389,2,450,720,T_2_450_7,4.5
D_PT390,2,450,720,T_2_450_8,4.5
D_PT391,2,450,720,T_2_450_9,4.5
D_PT392,2,450,720,T_2_450_10,4.5
D_PT393,2,450,720,T_2_450_11,4.5
D_PT394,2,465,735,T_2_465_1,4.5
D_PT395,2,465,735,T_2_465_2,4.5
D_PT396,2,465,735,T_2_465_4,4.5
D_PT397,2,465,735,T_2_465_5,4.5
D_PT398,2,465,735,T_2_465_6,4.5
D_PT399,2,465,735,T_2_465_7,4.5
D_PT400,2,480,750,T_2_480_1,4.5
D_PT401,2,480,750,T_2_480_2,4.5
D_PT402,2,480,750,T_2_480_3,4.5
D_PT403,2,480,750,T_2_480_4,4.5
D_PT404,2,480,750,T_2_480_5,4.5
D_PT405,2,480,750,T_2_480_6,4.5
D_PT406,2,495,765,T_2_495_1,4.5
D_PT407,2,495,765,T_2_495_2,4.5
D_PT408,2,495,765,T_2_495_4,4.5
D_PT409,2,495,765,T_2_495_6,4.5
D_PT410,2,510,780,T_2_510_1,4.5
D_PT411,2,525,795,T_2_525_1,4.5
D_PT412,2,555,825,T_2_555_1,4.5
D_PT413,2,555,825,T_2_555_3,4.5
D_PT414,2,555,825,T_2_555_4,4.5
D_PT415,2,555,825,T_2_555_5,4.5
D_PT416,2,555,825,T_2_555_6,4.5
D_PT417,2,555,825,T_2_555_7,4.5
D_PT418,2,570,840,T_2_570_1,4.5
D_PT419,2,570,840,T_2_570_2,4.5
D_PT420,2,570,840,T_2_570_5,4.5
D_PT421,2,570,840,T_2_570_6,4.5
D_PT422,2,570,840,T_2_570_8,4.5
D_PT423,2,585,855,T_2_585_1,4.5
D_PT424,2,585,855,T_2_585_3,4.5
D_PT425,2,585,855,T_2_585_4,4.5
D_PT426,2,585,855,T_2_585_5,4.5
D_PT427,2,585,855,T_2_585_6,4.5
D_PT428,2,585,855,T_2_585_7,4.5
D_PT429,2,585,855,T_2_585_9,4.5
D_PT430,2,585,855,T_2_585_10,4.5
D_PT431,2,600,870,T_2_600_1,4.5
D_PT432,2,600,870,T_2_600_2,4.5
D_PT433,2,600,870,T_2_600_3,4.5
D_PT434,2,600,870,T_2_600_5,4.5
D_PT435,2,600,870,T_2_600_6,4.5
D_PT436,2,600,870,T_2_600_7,4.5
D_PT437,2,600,870,T_2_600_8,4.5
D_PT438,2,615,885,T_2_615_2,4.5
D_PT439,2,615,885,T_2_615_4,4.5
D_PT440,2,615,885,T_2_615_5,4.5
D_PT441,2,615,885,T_2_615_7,4.5
D_PT442,2,615,885,T_2_615_9,4.5
D_PT443,2,615,885,T_2_615_10,4.5
D_PT444,2,630,900,T_2_630_1,4.5
D_PT445,2,630,900,T_2_630_2,4.5
D_PT446,2,630,900,T_2_630_3,4.5
D_PT447,2,630,900,T_2_630_4,4.5
D_PT448,2,630,900,T_2_630_6,4.5
D_PT449,2,630,900,T_2_630_8,4.5
D_PT450,2,630,900,T_2_630_10,4.5
D_PT451,2,630,900,T_2_630_14,4.5
D_PT452,2,630,900,T_2_630_15,4.5
D_PT453,2,645,915,T_2_645_2,4.5
D_PT454,2,645,915,T_2_645_3,4.5
D_PT455,2,645,915,T_2_645_5,4.5
D_PT456,2,645,915,T_2_645_6,4.5
D_PT457,2,645,915,T_2_645_8,4.5
D_PT458,2,645,915,T_2_645_11,4.5
D_PT459,2,660,930,T_2_660_1,4.5
D_PT460,2,660,930,T_2_660_2,4.5
D_PT461,2,660,930,T_2_660_5,4.5
D_PT462,2,660,930,T_2_660_6,4.5
D_PT463,2,660,930,T_2_660_8,4.5
D_PT464,2,660,930,T_2_660_9,4.5
D_PT465,2,675,945,T_2_675_3,4.5
D_PT466,2,675,945,T_2_675_5,4.5
D_PT467,2,675,945,T_2_675_6,4.5
D_PT468,2,675,945,T_2_675_10,4.5
D_PT469,2,690,960,T_2_690_2,4.5
D_PT470,2,690,960,T_2_690_6,4.5
D_PT471,2,690,960,T_2_690_7,4.5
D_PT472,2,690,960,T_2_690_8,4.5
D_PT473,2,690,960,T_2_690_9,4.5
D_PT474,2,690,960,T_2_690_10,4.5
D_PT475,4,270,540,T_4_270_4,4.5
D_PT476,4,270,540,T_4_270_6,4.5
D_PT477,4,270,540,T_4_270_7,4.5
D_PT478,4,285,555,T_4_285_5,4.5
D_PT479,4,300,570,T_4_300_2,4.5
D_PT480,4,330,600,T_4_330_2,4.5
D_PT481,4,345,615,T_4_345_5,4.5
D_PT482,4,345,615,T_4_345_6,4.5
D_PT483,4,345,615,T_4_345_7,4.5
D_PT484,4,345,615,T_4_345_9,4.5
D_PT485,4,345,615,T_4_345_10,4.5
D_PT486,4,345,615,T_4_345_11,4.5
D_PT487,4,360,630,T_4_360_1,4.5
D_PT488,4,360,630,T_4_360_2,4.5
D_PT489,4,360,630,T_4_360_5,4.5
D_PT490,4,360,630,T_4_360_7,4.5
D_PT491,4,360,630,T_4_360_9,4.5
D_PT492,4,360,630,T_4_360_11,4.5
D_PT493,4,360,630,T_4_360_12,4.5
D_PT494,4,360,630,T_4_360_13,4.5
D_PT495,4,375,645,T_4_375_3,4.5
D_PT496,4,375,645,T_4_375_5,4.5
D_PT497,4,375,645,T_4_375_6,4.5
D_PT498,4,375,645,T_4_375_7,4.5
D_PT499,4,390,660,T_4_390_1,4.5
D_PT500,4,390,660,T_4_390_2,4.5
D_PT501,4,390,660,T_4_390_4,4.5
D_PT502,4,390,660,T_4_390_5,4.5
D_PT503,4,390,660,T_4_390_6,4.5
D_PT504,4,390,660,T_4_390_7,4.5
D_PT505,4,390,660,T_4_390_8,4.5
D_PT506,4,390,660,T_4_390_9,4.5
D_PT507,4,390,660,T_4_390_10,4.5
D_PT508,4,390,660,T_4_390_11,4.5
D_PT509,4,405,675,T_4_405_1,4.5
D_PT510,4,405,675,T_4_405_2,4.5
D_PT511,4,405,675,T_4_405_4,4.5
D_PT512,4,405,675,T_4_405_5,4.5
D_PT513,4,405,675,T_4_405_6,4.5
D_PT514,4,405,675,T_4_405_7,4.5
D_PT515,4,405,675,T_4_405_8,4.5
D_PT516,4,405,675,T_4_405_9,4.5
D_PT517,4,405,675,T_4_405_10,4.5
D_PT518,4,405,675,T_4_405_11,4.5
D_PT519,4,420,690,T_4_420_1,4.5
D_PT520,4,420,690,T_4_420_2,4.5
D_PT521,4,420,690,T_4_420_9,4.5
D_PT522,4,420,690,T_4_420_11,4.5
D_PT523,4,450,720,T_4_450_1,4.5
D_PT524,4,480,750,T_4_480_1,4.5
D_PT525,4,495,765,T_4_495_3,4.5
D_PT526,4,510,780,T_4_510_3,4.5
D_PT527,4,525,795,T_4_525_6,4.5
D_PT528,4,525,795,T_4_525_8,4.5
D_PT529,4,540,810,T_4_540_1,4.5
D_PT530,4,540,810,T_4_540_4,4.5
D_PT531,4,540,810,T_4_540_7,4.5
D_PT532,4,555,825,T_4_555_5,4.5
D_PT533,4,555,825,T_4_555_6,4.5
D_PT534,4,585,855,T_4_585_5,4.5
D_PT535,4,615,885,T_4_615_4,4.5
D_PT536,4,615,885,T_4_615_6,4.5
D_PT537,4,645,915,T_4_645_5,4.5
D_PT538,4,660,930,T_4_660_2,4.5
D_PT539,4,675,945,T_4_675_1,4.5
D_PT540,4,675,945,T_4_675_4,4.5
D_PT541,4,690,960,T_4_690_1,4.5
D_PT542,4,705,975,T_4_705_2,4.5
D_PT543,4,720,990,T_4_720_2,4.5
D_PT544,4,735,1005,T_4_735_7,4.5
D_PT545,4,750,1020,T_4_750_2,4.5
D_PT546,4,780,1050,T_4_780_4,4.5
D_PT547,4,795,1065,T_4_795_1,4.5
D_PT548,4,810,1080,T_4_810_3,4.5
D_PT549,4,840,1110,T_4_840_2,4.5
D_PT550,4,840,1110,T_4_840_5,4.5
D_PT551,4,855,1125,T_4_855_3,4.5
D_PT552,4,885,1155,T_4_885_2,4.5
D_PT553,4,885,1155,T_4_885_3,4.5
D_PT554,4,885,1155,T_4_885_6,4.5
D_PT555,4,885,1155,T_4_885_7,4.5
D_PT556,4,900,1170,T_4_900_2,4.5
D_PT557,4,900,1170,T_4_900_3,4.5
D_PT558,4,900,1170,T_4_900_6,4.5
D_PT559,4,900,1170,T_4_900_7,4.5
D_PT560,4,915,1185,T_4_915_1,4.5
D_PT561,4,915,1185,T_4_915_3,4.5
D_PT562,4,915,1185,T_4_915_6,4.5
D_PT563,4,930,1200,T_4_930_2,4.5
D_PT564,4,945,1215,T_4_945_1,4.5
D_PT565,4,945,1215,T_4_945_2,4.5
D_PT566,4,945,1215,T_4_945_3,4.5
D_PT567,4,945,1215,T_4_945_4,4.5
D_PT568,4,945,1215,T_4_945_5,4.5
D_PT569,4,945,1215,T_4_945_7,4.5
D_PT570,4,945,1215,T_4_945_8,4.5
D_PT571,4,945,1215,T_4_945_9,4.5
