driver_id,day,duty_start,duty_end,tour_ids,hours
D_PT050,1,355,559,T1_033,3.4
D_PT051,1,392,572,T1_034,3.0
D_PT052,1,582,826,T1_035,4.1
D_PT053,1,1019,1285,T1_037,4.4
D_PT054,1,1050,1274,T1_039,3.7
D_PT055,1,486,630,T1_040,2.4
D_PT056,1,927,1137,T1_041,3.5
D_PT057,1,686,925,T1_042,4.0
D_PT058,1,941,1226,T1_044,4.8
D_PT059,1,981,1128,T1_046,2.5
D_PT060,1,492,660,T1_047,2.8
D_PT061,1,808,963,T1_048,2.6
D_PT062,1,671,862,T1_049,3.2
D_PT063,1,735,874,T1_050,2.3
D_PT064,1,363,649,T1_052,4.8
D_PT065,1,833,956,T1_053,2.0
D_PT066,1,419,599,T1_054,3.0
D_PT067,1,446,690,T1_055,4.1
D_PT068,1,733,955,T1_056,3.7
D_PT069,1,310,527,T1_057,3.6
D_PT070,1,1070,1306,T1_059,3.9
D_PT071,2,567,865,T2_000,5.0
D_PT072,2,432,627,T2_003,3.2
D_PT073,2,994,1129,T2_005,2.2
D_PT074,2,980,1114,T2_006,2.2
D_PT075,2,337,579,T2_007,4.0
D_PT076,2,838,1093,T2_008,4.2
D_PT077,2,414,581,T2_010,2.8
D_PT078,2,398,535,T2_011,2.3
D_PT079,2,955,1135,T2_012,3.0
D_PT080,2,667,932,T2_013,4.4
D_PT081,2,702,971,T2_016,4.5
D_PT082,2,873,1073,T2_017,3.3
D_PT083,2,553,844,T2_018,4.8
D_PT084,2,980,1161,T2_019,3.0
D_PT085,2,565,718,T2_020,2.5
D_PT086,2,941,1137,T2_021,3.3
D_PT087,2,740,878,T2_022,2.3
D_PT088,2,329,608,T2_023,4.7
D_PT089,2,548,757,T2_026,3.5
D_PT090,2,618,778,T2_028,2.7
D_PT091,2,979,1255,T2_030,4.6
D_PT092,2,1061,1316,T2_031,4.2
D_PT093,2,342,603,T2_032,4.3
D_PT094,2,599,888,T2_033,4.8
D_PT095,2,416,570,T2_034,2.6
D_PT096,2,547,694,T2_035,2.5
D_PT097,2,995,1154,T2_036,2.6
D_PT098,2,736,869,T2_041,2.2
D_PT099,2,400,628,T2_042,3.8
D_PT100,2,321,474,T2_044,2.5
D_PT101,2,916,1077,T2_045,2.7
D_PT102,2,988,1249,T2_046,4.3
D_PT103,2,563,693,T2_053,2.2
D_PT104,2,613,907,T2_054,4.9
D_PT105,2,522,668,T2_055,2.4
D_PT106,2,649,912,T2_056,4.4
D_PT107,2,1106,1384,T2_057,4.6
D_PT108,2,969,1149,T2_058,3.0
D_PT109,3,661,826,T3_000,2.8
D_PT110,3,1062,1245,T3_003,3.0
D_PT111,3,550,849,T3_004,5.0
D_PT112,3,384,513,T3_005,2.1
D_PT113,3,1110,1286,T3_006,2.9
D_PT114,3,619,797,T3_008,3.0
D_PT115,3,595,732,T3_011,2.3
D_PT116,3,1037,1246,T3_012,3.5
D_PT117,3,932,1154,T3_013,3.7
D_PT118,3,542,689,T3_017,2.5
D_PT119,3,867,1075,T3_018,3.5
D_PT120,3,384,651,T3_021,4.5
D_PT121,3,839,1096,T3_024,4.3
D_PT122,3,946,1237,T3_025,4.8
D_PT123,3,402,606,T3_027,3.4
D_PT124,3,860,1149,T3_028,4.8
D_PT125,3,1087,1283,T3_029,3.3
D_PT126,3,680,903,T3_031,3.7
D_PT127,3,924,1217,T3_034,4.9
D_PT128,3,1017,1181,T3_035,2.7
D_PT129,3,881,1083,T3_040,3.4
D_PT130,3,748,981,T3_041,3.9
D_PT131,3,822,1104,T3_045,4.7
D_PT132,3,302,484,T3_050,3.0
D_PT133,3,852,1150,T3_053,5.0
D_PT134,3,691,913,T3_054,3.7
D_PT135,3,489,776,T3_055,4.8
D_PT136,3,960,1107,T3_056,2.5
D_PT137,3,1047,1223,T3_057,2.9
D_PT138,3,471,769,T3_058,5.0
D_PT139,4,795,946,T4_000,2.5
D_PT140,4,933,1196,T4_002,4.4
D_PT141,4,1015,1256,T4_007,4.0
D_PT142,4,736,919,T4_008,3.0
D_PT143,4,760,941,T4_011,3.0
D_PT144,4,978,1158,T4_013,3.0
D_PT145,4,785,940,T4_015,2.6
D_PT146,4,434,652,T4_016,3.6
D_PT147,4,484,710,T4_018,3.8
D_PT148,4,681,939,T4_019,4.3
D_PT149,4,746,881,T4_020,2.2
D_PT150,4,961,1228,T4_023,4.5
D_PT151,4,690,811,T4_024,2.0
D_PT152,4,1137,1364,T4_026,3.8
D_PT153,4,827,1086,T4_027,4.3
D_PT154,4,734,923,T4_029,3.1
D_PT155,4,691,818,T4_030,2.1
D_PT156,4,681,972,T4_031,4.8
D_PT157,4,951,1174,T4_032,3.7
D_PT158,4,305,589,T4_037,4.7
D_PT159,4,423,609,T4_039,3.1
D_PT160,4,588,815,T4_043,3.8
D_PT161,4,721,979,T4_045,4.3
D_PT162,4,904,1190,T4_047,4.8
D_PT163,4,348,475,T4_048,2.1
D_PT164,4,492,617,T4_049,2.1
D_PT165,4,849,1030,T4_050,3.0
D_PT166,4,450,741,T4_051,4.8
D_PT167,4,396,571,T4_052,2.9
D_PT168,4,1072,1233,T4_056,2.7
D_PT169,4,546,814,T4_057,4.5
D_PT170,4,359,558,T4_058,3.3
D_PT171,4,883,1099,T4_059,3.6
D_PT172,1,870,1259,T1_038|T1_043,30.1
D_PT172,2,525,1255,T2_029|T2_038|T2_059,30.1
D_PT172,3,861,1189,T3_046|T3_049,30.1
D_PT172,4,593,1310,T4_003|T4_009|T4_044,30.1
D_PT173,2,483,1228,T2_004|T2_025|T2_043,27.0
D_PT173,3,532,1089,T3_007|T3_030,27.0
D_PT173,4,717,1234,T4_022|T4_028,27.0
D_PT174,2,416,984,T2_024|T2_027|T2_052,20.2
D_PT174,3,558,731,T3_038,20.2
D_PT174,4,358,1027,T4_025|T4_035|T4_055,20.2
D_PT175,2,517,1345,T2_014|T2_040|T2_051,21.3
D_PT175,3,919,1096,T3_048,21.3
D_PT175,4,740,1293,T4_041|T4_042,21.3
D_PT176,2,423,1175,T2_009|T2_049|T2_050,25.8
D_PT176,3,601,1107,T3_015|T3_023|T3_043,25.8
D_PT176,4,668,1322,T4_010|T4_038,25.8
D_PT177,3,809,1224,T3_001|T3_059,9.9
D_PT177,4,459,715,T4_034,9.9
D_PT178,3,432,1210,T3_014|T3_020|T3_033,19.3
D_PT178,4,713,1205,T4_005|T4_054,19.3
D_PT179,3,551,1308,T3_016|T3_036|T3_047,18.5
D_PT179,4,680,1165,T4_036|T4_040,18.5
D_PT180,3,710,1210,T3_019|T3_039,18.2
D_PT180,4,561,1209,T4_014|T4_033|T4_053,18.2
D_PT181,3,503,1163,T3_026|T3_042|T3_051,21.6
D_PT181,4,568,1269,T4_001|T4_012|T4_017,21.6
D_PT182,3,505,1304,T3_002|T3_010|T3_052,16.0
D_PT182,4,892,1141,T4_004,16.0
D_PT183,1,314,1110,T1_019|T1_021|T1_032,22.0
D_PT183,2,339,1189,T2_002|T2_015|T2_039,22.0
D_PT184,0,521,1263,T0_039|T0_044|T0_059,8.8
D_PT185,0,443,1194,T0_013|T0_030|T0_056,11.5
D_PT186,0,419,1206,T0_003|T0_020|T0_028,11.8
D_PT187,0,408,1204,T0_052|T0_054|T0_055,9.4
D_PT188,0,342,1166,T0_008|T0_025|T0_034,12.0
D_PT189,0,395,1179,T0_017|T0_021|T0_033,11.3
D_PT190,0,435,1246,T0_018|T0_019|T0_047,10.8
D_PT191,0,532,1206,T0_036|T0_037|T0_040,9.7
D_PT192,0,494,1231,T0_000|T0_006|T0_012,8.9
D_PT193,1,363,1316,T1_007|T1_025|T1_045,11.8
D_PT194,0,488,1136,T0_002|T0_035|T0_046,8.2
D_PT195,0,384,1096,T0_016|T0_042|T0_043,38.4
D_PT195,1,324,1031,T1_036|T1_051|T1_058,38.4
D_PT195,2,307,1272,T2_001|T2_037|T2_048,38.4
D_PT195,3,496,1239,T3_022|T3_032|T3_037,38.4
D_FTE196,0,452,1313,T0_032|T0_049|T0_051,46.9
D_FTE196,1,607,1369,T1_002|T1_008|T1_011,46.9
D_FTE196,2,987,1250,T2_047,46.9
D_FTE196,3,481,1097,T3_009|T3_044,46.9
D_FTE196,4,322,937,T4_006|T4_021|T4_046,46.9
